SU_ID,LS_Maria2017,SU_Area,SU_Perimeter,SU_P.A,SU_P.sqrt.A.,SU_Max.Distance,SU_D.A,SU_D.sqrt.A.,Dist2Stream..MEAN.,Dist2Stream..STDDEV.,Eastness..MEAN.,Eastness..STDDEV.,Elevation..MEAN.,Elevation..STDDEV.,Northness..MEAN.,Northness..STDDEV.,PlanarCurvature..MEAN.,PlanarCurvature..STDDEV.,ProfileCurvature..MEAN.,ProfileCurvature..STDDEV.,RSP..MEAN.,RSP..STDDEV.,Slope..MEAN.,Slope..STDDEV.,TWI..MEAN.,TWI..STDDEV.,UniqueID,Forest,Agriculture,Builtup,Roads,Bare,Quarry,RGA,CRL,YPD,YPC,YPV,YPI,BAP,BAO,BAY,IGO,IPL,IGY,IBP,OPL,PBA,PPD,PCR,PLI,PIC,PLP
Pol_2017,1968,263815.4608,3275.946757,0.012418,6.378032,996.397754,0.003777,1.939915,65.281362,48.169661,-0.325421,0.604658,627.214795,141.29168,0.504798,0.523134,-0.001052,0.056747,0.000515,0.052702,0.477497,0.326896,44.34472,12.779897,3.584571,1.697294,2016,0.75,0.25,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
Pol_2018,7888,221759.3222,3245.708224,0.014636,6.892369,1263.579752,0.005698,2.683254,82.414176,49.92022,-0.063717,0.572124,344.08102,88.589056,0.749555,0.326776,0.000645,0.039936,0.001643,0.039184,0.634299,0.285624,34.99523,13.073519,4.05516,1.835183,2017,0,0.99,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2019,0,283796.5561,3306.548621,0.011651,6.206851,1205.618003,0.004248,2.263113,49.441411,35.292806,-0.50571,0.421505,333.853831,87.727695,-0.113914,0.744053,0.000673,0.033954,-0.000703,0.02655,0.415541,0.308186,29.334009,8.444596,4.17131,2.011051,2018,0.07,0.92,0,0.01,0,0,0,0,0.09,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2020,24564,187899.492,2746.720309,0.014618,6.336532,985.989858,0.005247,2.274624,63.719084,36.921676,-0.14064,0.761301,146.490679,67.861944,-0.393108,0.496091,-0.000898,0.042491,0.000791,0.045207,0.557387,0.322096,37.189223,11.934547,3.699487,1.632775,2019,0.98,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2021,0,112374.4759,2347.558704,0.02089,7.002976,869.321107,0.007736,2.593262,100.728058,51.830676,-0.574927,0.366921,430.409576,54.843112,0.543359,0.489478,0.002818,0.026829,0.002541,0.020266,0.66168,0.233663,27.820502,8.194749,4.18916,1.287131,2020,0,1,0,0,0,0,0,0,0.47,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2022,2804,128071.4607,2691.921292,0.021019,7.522049,1017.046793,0.007941,2.841939,98.463669,49.62171,0.709587,0.331548,350.823399,88.437284,0.428997,0.450026,0.004562,0.030595,0.001546,0.02085,0.857518,0.170678,27.647765,12.37779,4.390058,1.671545,2021,0.49,0.5,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2023,1104,1021316.491,7827.352948,0.007664,7.745238,1963.395279,0.001922,1.942798,51.510069,39.37533,0.643027,0.409894,109.403766,65.261421,-0.131497,0.633413,0.001329,0.013796,0.001355,0.014584,0.616644,0.362012,12.789792,8.054632,5.441354,1.930984,2022,0,0.89,0.05,0.06,0,0,0.09,0,0,0,0.1,0.81,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
Pol_2024,9768,106796.08,2504.09799,0.023447,7.662556,897.367197,0.008403,2.745949,102.552185,62.237027,0.591623,0.454476,281.492419,87.22608,-0.549003,0.376868,0.002341,0.04505,0.001647,0.035949,0.708574,0.260409,37.851559,8.941213,3.648379,1.595995,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2025,0,36425.84372,1151.598474,0.031615,6.033874,400.757705,0.011002,2.099796,137.379602,52.247318,-0.506156,0.316268,138.754375,79.123892,-0.769047,0.228797,0.009484,0.029133,0.002989,0.021495,0.484103,0.323668,39.247768,9.52164,4.00037,1.124005,2024,0.99,0,0,0,0,0,0,0,0.43,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2026,14524,631423.9478,7443.378652,0.011788,9.367196,2011.818123,0.003186,2.531793,89.163869,64.112416,-0.416863,0.523001,289.732813,152.511721,-0.127384,0.73244,0.001344,0.039737,7.00E-04,0.035576,0.444248,0.308936,37.738792,11.737565,3.934549,1.640697,2025,0.53,0.46,0,0.01,0,0,0,0,0.43,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2027,0,26613.95227,993.622021,0.037335,6.09069,381.53388,0.014336,2.338721,134.254431,55.971482,0.641123,0.402978,834.188247,58.890735,0.350115,0.551352,0.008436,0.048934,0.002062,0.037232,0.931429,0.151097,40.038481,10.345502,3.4525,1.619323,2026,0.82,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pol_2028,16,224024.079,3227.783875,0.014408,6.819572,1164.017389,0.005196,2.459303,106.232755,55.993617,0.211165,0.526212,642.454797,117.053503,0.77092,0.29016,0.003978,0.047359,0.005166,0.031671,0.876054,0.170899,43.240214,8.264581,3.535139,1.372983,2027,1,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0
Pol_2029,112,154496.9053,4467.604434,0.028917,11.366188,1373.223789,0.008888,3.493666,69.25745,50.124586,0.549849,0.456291,575.453718,138.503216,-0.142023,0.685051,-0.003874,0.043269,-0.001764,0.04079,0.484779,0.306943,37.92305,9.363077,4.149588,1.965967,2028,0.69,0.31,0,0,0,0,0,0,0,0.01,0.87,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0
Pol_2030,4948,117288.9107,3257.060873,0.02777,9.51037,1223.174903,0.010429,3.571578,56.755917,38.861786,0.495566,0.384224,458.296241,138.96921,0.605518,0.490036,0.00053,0.056506,-0.000186,0.055999,0.45959,0.309368,43.868889,11.815182,3.457249,1.985766,2029,1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
Pol_2031,312,16221.60649,1223.972301,0.075453,9.610028,560.174895,0.034533,4.398218,11.079055,9.92339,-0.625571,0.363669,51.991137,46.179704,0.051161,0.688323,-0.030444,0.036631,-0.028427,0.027556,0.00947,0.013822,24.415098,13.50549,8.035082,3.481316,2030,0.84,0,0.02,0.04,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2032,10996,242836.3974,2617.863718,0.01078,5.312392,1108.585448,0.004565,2.249636,67.679722,47.648981,0.361318,0.605217,522.473858,138.494565,-0.382629,0.597291,0.002522,0.057693,0.000935,0.050117,0.587284,0.316058,44.580585,10.174635,3.441597,1.64753,2031,0.45,0.55,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0
Pol_2033,0,54451.69376,1121.017549,0.020587,4.804041,442.550215,0.008127,1.896518,71.818942,55.042659,-0.77192,0.420628,112.427087,67.701692,0.071459,0.471281,-0.001835,0.030767,0.000228,0.025352,0.317998,0.319408,33.31365,11.449403,4.669834,1.83757,2032,0.94,0,0,0.02,0.03,0,0,0,0.81,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2034,0,78239.87949,1645.797021,0.021035,5.883858,537.16703,0.006866,1.920416,99.396344,47.703809,-0.789293,0.342742,66.307375,42.757471,0.046445,0.507333,0.005738,0.043455,0.002793,0.053049,0.290137,0.245874,38.372011,14.862081,3.723464,1.585617,2033,0.82,0,0,0.03,0.15,0,0,0,0.44,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2035,0,18264.20776,818.432859,0.044811,6.055955,305.036633,0.016701,2.257104,100.669877,44.710439,-0.235877,0.676372,64.09582,27.123011,-0.597272,0.360761,0.010612,0.042212,0.005188,0.029441,0.644625,0.258904,35.699754,7.305985,3.400847,1.142244,2034,0.93,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2036,68,88050.03416,1975.112515,0.022432,6.656211,671.484798,0.007626,2.262932,42.32517,24.476789,-0.167229,0.52862,40.754322,31.397393,-0.787639,0.268738,0.003403,0.015436,-0.00023,0.00991,0.38339,0.336123,12.924657,7.510573,5.41577,1.923988,2035,0,0.93,0.01,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0
Pol_2037,1064,34467.43062,1808.545516,0.052471,9.741481,438.68721,0.012728,2.362928,15.089112,11.415058,0.21134,0.561662,18.045394,11.586434,-0.716391,0.355886,-0.001399,0.015147,-0.002295,0.018301,0.155068,0.257897,12.097412,8.370033,7.361009,3.559362,2036,0,0.88,0.02,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0
Pol_2038,5148,81766.18353,3002.610837,0.036722,10.500553,1163.348343,0.014228,4.068393,42.585831,27.449168,-0.57019,0.390555,183.359402,80.265855,-0.65562,0.304158,-0.002243,0.030604,-0.002805,0.023062,0.47808,0.302154,30.003764,7.785298,4.198985,1.761337,2037,0.06,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
Pol_2039,0,132799.241,1930.32313,0.014536,5.297027,579.997439,0.004367,1.591579,77.620268,40.901946,0.098992,0.785846,61.99384,26.610673,-0.475873,0.38235,0.003549,0.018658,0.003433,0.019943,0.549574,0.300328,23.83318,7.357031,4.397248,1.378426,2038,0,0.86,0.02,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0
Pol_2040,0,29477.82016,1442.244281,0.048926,8.400229,437.876799,0.014854,2.550376,55.728484,35.820443,0.2407,0.629573,10.381598,10.911547,-0.660094,0.331628,-0.000817,0.028217,-0.019624,0.045938,0.092595,0.128307,28.160977,19.891323,5.205892,2.697325,2039,0,0.82,0,0.02,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pol_2041,7228,103771.231,2541.645685,0.024493,7.889991,974.486881,0.009391,3.025085,66.692273,38.347645,-0.779151,0.247086,186.436091,56.956449,-0.492208,0.299339,-0.000381,0.023448,0.000325,0.02217,0.53986,0.285177,26.575974,6.923326,4.226744,1.493354,2040,0.68,0.31,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2042,0,76898.59836,1971.837891,0.025642,7.110694,662.015125,0.008609,2.387309,121.11979,79.731392,0.318826,0.554808,372.949938,47.313879,0.524442,0.561693,0.002283,0.023313,0.00241,0.018998,0.661955,0.274634,25.802851,9.935854,4.365532,1.353587,2041,0.81,0.19,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0
Pol_2043,2312,331854.9511,3151.285301,0.009496,5.470331,1058.728719,0.00319,1.837852,82.17164,56.066018,0.175977,0.72704,367.75509,71.587951,-0.430597,0.505006,0.000314,0.026164,-0.001587,0.024618,0.476076,0.307135,29.69224,10.77816,4.508696,1.726923,2042,0.15,0.85,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0
Pol_2044,9032,323173.0538,3031.32961,0.00938,5.332312,1043.733008,0.00323,1.835996,98.5469,55.362762,-0.230127,0.556766,538.093023,107.179681,-0.715127,0.354466,0.001174,0.042581,0.003038,0.032912,0.565022,0.301071,37.361965,10.548149,3.935244,1.566325,2043,0.77,0.23,0,0,0,0,0,0,0.26,0.45,0.02,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0
Pol_2045,0,234285.379,3456.967265,0.014755,7.142047,1221.968641,0.005216,2.52457,124.085834,46.814807,-0.57887,0.444694,308.968048,76.897175,-0.184359,0.658155,0.004112,0.014188,0.005755,0.013349,0.8622,0.143851,20.519575,8.222906,4.733938,1.054988,2044,0.64,0.35,0,0.01,0,0,0,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2046,76748,451414.2869,4507.877051,0.009986,6.709411,1338.886104,0.002966,1.992765,80.567957,53.087097,0.295949,0.560813,238.143677,117.506377,-0.630423,0.447738,-0.000283,0.052839,-0.00187,0.061914,0.425721,0.357357,45.486308,12.551831,3.849043,1.719019,2045,0.18,0.82,0,0,0,0,0,0,0.29,0.63,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2047,264,41201.2359,1315.873737,0.031938,6.482747,313.376696,0.007606,1.543873,146.369843,51.599561,-0.463519,0.495995,354.981202,34.092412,-0.158719,0.716902,-0.001759,0.037193,0.007026,0.032146,0.801415,0.186878,37.458634,11.428177,3.635494,1.143281,2046,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2048,7176,116707.2653,2696.73858,0.023107,7.893869,650.012308,0.00557,1.90271,84.37044,33.192693,-0.58836,0.286582,216.311522,77.23237,-0.707012,0.268025,0.002566,0.018021,-0.000989,0.008815,0.326536,0.308673,28.829876,6.129684,4.981255,1.105141,2047,0,0.99,0,0.01,0,0,0,0,0,0.68,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2049,4700,220794.6647,2465.388262,0.011166,5.246758,749.598542,0.003395,1.595271,150.996143,94.411166,0.497376,0.387256,293.910021,82.145504,-0.602685,0.489307,0.002583,0.023775,-0.001174,0.01841,0.713978,0.302677,32.787088,10.007442,4.544695,1.542311,2048,0.23,0.76,0.01,0.01,0,0,0.14,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0
Pol_2050,19784,186108.6789,2387.463602,0.012828,5.534182,859.983213,0.004621,1.993456,94.699504,56.098787,-0.488425,0.415811,611.422004,105.823324,-0.706767,0.298366,0.000152,0.041544,-0.001454,0.027519,0.557698,0.317345,42.153299,7.252029,3.83195,1.494087,2049,0.31,0.69,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0
Pol_2051,0,135840.2115,3499.734922,0.025764,9.495569,1382.568624,0.010178,3.75122,52.015395,38.527692,0.621114,0.405949,374.976522,80.870525,0.35577,0.5682,0.003889,0.02102,0.002306,0.030418,0.51896,0.297087,22.07969,12.153743,4.897356,2.059997,2050,0,0.97,0.01,0.01,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
Pol_2052,348,120162.7577,2062.818175,0.017167,5.950809,781.117812,0.0065,2.253365,186.853645,69.557795,-0.503172,0.488429,75.940941,60.452651,-0.555385,0.446994,0.007651,0.08099,-0.006756,0.088348,0.370635,0.303012,41.121059,20.148075,3.855576,2.754315,2051,0.88,0,0,0,0.12,0,0,0,0.31,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2053,916,87470.44577,3648.86063,0.041715,12.337484,1261.684185,0.014424,4.265992,36.095142,29.623226,0.032743,0.508989,159.467718,40.552145,0.797393,0.322526,-0.003183,0.025041,-0.007537,0.052347,0.281686,0.262519,28.221236,15.609542,5.392772,3.126895,2052,0,0.94,0.02,0.04,0,0,0.24,0,0,0,0.46,0,0,0,0,0,0,0.26,0,0,0,0.04,0,0,0,0
Pol_2054,0,262727,4992.934248,0.019004,9.740999,1472.832645,0.005606,2.873433,72.780097,58.942019,0.640002,0.446749,399.468898,78.148017,-0.281753,0.558057,0.001844,0.025476,7.50E-05,0.02451,0.646499,0.325334,19.980699,11.61054,4.79066,1.948409,2053,0.06,0.88,0.04,0.02,0,0,0,0,0,0.07,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2055,65220,85706.9442,2098.628613,0.024486,7.168488,765.629135,0.008933,2.615233,31.474764,28.725241,-0.80855,0.284495,56.253036,14.87045,-0.127117,0.49915,0.000334,0.005563,-0.00056,0.003284,0.094563,0.20711,6.010605,3.972349,7.650127,2.794262,2054,0,0.95,0.01,0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2056,12596,63931.14153,1741.042229,0.027233,6.885779,605.812207,0.009476,2.395972,30.118583,29.145934,-0.853548,0.236021,44.281965,6.57342,0.087458,0.456181,-0.000134,0.003088,-0.000419,0.002243,0.014389,0.0684,3.807718,2.342098,8.227954,2.617122,2055,0,0.96,0.01,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2057,1052,39456.75112,1101.658626,0.027921,5.546083,395.263749,0.010018,1.989877,79.698619,32.307694,-0.80214,0.203765,98.698966,29.864234,-0.240577,0.507123,0.00216,0.01251,-0.000855,0.00794,0.321917,0.307737,17.814874,5.556389,5.227454,1.254485,2056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2058,220,100211.8555,1844.549989,0.018407,5.82681,669.925898,0.006685,2.116251,57.449122,40.967057,0.23896,0.578089,69.889535,38.314597,-0.712949,0.316883,0.002097,0.052499,-0.002783,0.04326,0.350963,0.316368,39.1895,13.586419,3.875393,2.303378,2057,0.92,0.01,0.05,0.02,0,0,0,0,0.1,0.87,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2059,40424,139125.5233,2168.201518,0.015584,5.812945,725.509513,0.005215,1.94509,21.256569,16.793109,0.000417,0.607274,49.999685,11.469176,-0.740904,0.286844,-0.00172,0.007657,-0.003954,0.009106,0.017355,0.083269,9.039568,6.031759,8.064993,2.340795,2058,0,0.98,0.01,0.01,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2060,820,129007.3787,2024.148918,0.01569,5.635535,654.867926,0.005076,1.823251,44.929187,37.640915,-0.758512,0.263665,31.770475,21.03388,0.384111,0.45563,-0.000749,0.007494,-0.002563,0.008904,0.12712,0.229477,11.577106,6.132896,6.94574,2.341603,2059,0.19,0.29,0.42,0.08,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2061,120,144704.0711,1905.100569,0.013165,5.008152,626.379117,0.004329,1.646633,100.79534,59.259111,0.073354,0.465619,103.733117,54.767804,0.838654,0.272904,0.001827,0.01378,-0.001604,0.012187,0.623591,0.365462,23.451877,9.870839,5.220065,2.205262,2060,0,0.93,0.04,0.03,0,0,0,0,0.24,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2062,0,330676.6064,3849.158892,0.01164,6.693667,1112.708312,0.003365,1.934994,50.677813,36.554968,0.045177,0.678818,183.124761,35.548341,-0.43917,0.586767,0.000957,0.011318,0.000374,0.011534,0.42371,0.362188,11.80689,8.770728,5.795828,1.891274,2061,0.04,0.92,0.03,0.01,0,0,0,0,0.26,0,0.07,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0
Pol_2063,0,277508.7615,4699.672202,0.016935,8.921322,1475.762854,0.005318,2.80142,176.126839,70.286041,0.084627,0.529138,439.968854,103.896213,0.804729,0.255466,0.003522,0.030959,0.001054,0.028709,0.823052,0.211145,36.210852,10.59274,4.014468,1.404945,2062,0.79,0.2,0.01,0.01,0,0,0,0,0.17,0,0.19,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
Pol_2064,24104,121878.4924,2481.617004,0.020361,7.10839,832.022471,0.006827,2.383261,18.967951,14.177657,-0.521108,0.44946,137.866462,45.016713,-0.571235,0.447351,-0.000289,0.019765,-0.000848,0.028783,0.239566,0.305247,16.858351,10.306774,6.412678,2.682502,2063,0,0.98,0,0.02,0,0,0,0,0,0.21,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2065,57748,258848.6262,4097.279155,0.015829,8.053277,1451.650583,0.005608,2.853246,25.217605,22.648474,-0.402438,0.595112,80.859047,17.041317,0.14255,0.680856,-0.000617,0.005772,-0.002189,0.004832,0.037326,0.101149,7.523465,4.574436,8.14535,2.819473,2064,0.01,0.97,0.01,0.02,0,0,0,0,0,0.03,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2066,99932,486760.3604,4053.153674,0.008327,5.809456,1215.906922,0.002498,1.742781,59.111305,45.871973,-0.781584,0.28504,259.219286,124.046893,-0.212922,0.51239,0.000169,0.053563,-0.001918,0.043142,0.373811,0.342523,42.107234,14.191568,4.152903,1.760071,2065,0.81,0.18,0,0,0,0,0,0,0,0.76,0.22,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
Pol_2067,3916,43858.599,2129.770663,0.04856,10.169637,884.371203,0.020164,4.222865,19.086551,18.257386,-0.312033,0.736831,131.137691,66.281147,-0.338523,0.495093,-0.026263,0.046324,-0.029089,0.04238,0.082111,0.104496,37.238574,11.875898,5.114466,2.742831,2066,0.42,0.56,0,0.02,0,0,0,0,0.32,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2068,56,32624.24201,847.512691,0.025978,4.692194,272.772641,0.008361,1.510187,33.989171,28.087848,-0.435347,0.548905,46.384797,32.430339,-0.531147,0.476507,0.006914,0.06198,-0.002125,0.059923,0.122879,0.155024,36.109788,18.957592,4.290026,3.028844,2067,0.82,0,0,0.02,0.15,0,0,0,0,0.59,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2069,0,25896.58816,795.839327,0.030731,4.945431,330.78404,0.012773,2.055527,74.979079,40.878864,-0.799113,0.186174,290.001761,53.109997,0.490436,0.293649,0.00717,0.034224,0.003564,0.026759,0.583193,0.295021,43.239886,8.752948,3.493912,0.927204,2068,0,0.98,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2070,0,71863.45265,1580.896506,0.021999,5.897248,488.944601,0.006804,1.823919,172.351067,43.249284,0.12179,0.425329,248.289358,64.491366,-0.884905,0.145621,0.008681,0.041613,0.002227,0.020764,0.790275,0.167628,39.8262,7.014415,3.700368,1.176259,2069,0.41,0.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2071,13468,219227.9167,2732.317797,0.012463,5.83557,867.038463,0.003955,1.851784,111.455132,65.869958,0.537347,0.453552,441.804574,102.500267,0.4901,0.515122,-0.001153,0.05282,0.000644,0.033757,0.604575,0.316446,39.662402,10.941948,3.878674,1.797953,2070,0.99,0.01,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0
Pol_2072,544,186398.8983,2635.631578,0.01414,6.104682,832.247092,0.004465,1.927661,153.022735,66.808814,-0.585338,0.368182,554.337068,52.025705,-0.447744,0.566874,0.003573,0.02299,0.003638,0.018717,0.918052,0.084713,26.537942,11.671911,4.551692,1.35406,2071,1,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0
Pol_2073,0,207284.5769,2217.678551,0.010699,4.870966,726.27543,0.003504,1.59521,176.150192,60.418973,0.741673,0.33774,262.033958,58.915154,-0.292884,0.500073,0.003652,0.021117,-0.001653,0.014177,0.773713,0.266655,33.099984,7.937302,4.359492,1.205187,2072,0.22,0.78,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
Pol_2074,1256,184618.5504,2691.786077,0.01458,6.264737,906.987849,0.004913,2.110881,88.305193,61.254925,0.411446,0.395131,114.812342,52.069447,0.769047,0.288359,0.000717,0.021182,-0.001396,0.020368,0.600295,0.302644,33.465676,8.701293,4.882403,1.72698,2073,0,0.99,0.01,0,0,0,0.84,0,0.07,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0
Pol_2075,31352,342090.6875,4079.16044,0.011924,6.974293,1542.367012,0.004509,2.637042,84.979122,58.892652,0.583723,0.44804,138.473914,96.743491,-0.254913,0.627333,0.00303,0.081723,-0.000282,0.071278,0.517733,0.3556,49.32521,15.562446,3.373227,2.317863,2074,0,1,0,0,0,0,0.06,0,0.91,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Pol_2076,25652,173710.7913,2629.922382,0.01514,6.310003,921.123402,0.005303,2.210062,102.243057,59.87549,0.404791,0.491498,403.468929,108.247602,-0.689591,0.345018,0.001117,0.036468,6.00E-05,0.029772,0.604291,0.337948,37.082572,10.673312,4.220373,1.670146,2075,0.9,0.1,0,0,0,0,0,0,0.29,0,0.17,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0
Pol_2077,6928,68612.59864,1431.873789,0.020869,5.466418,538.289546,0.007845,2.05501,116.928942,40.764415,-0.598353,0.289687,113.515223,47.704113,0.657749,0.354149,0.003221,0.018005,-0.001704,0.014283,0.747918,0.337748,29.976702,7.150192,4.467279,1.161996,2076,0,0.97,0.02,0.01,0,0,0,0,0.64,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2078,5692,158837.7564,3083.636182,0.019414,7.737243,1033.243988,0.006505,2.592543,44.769307,28.915024,-0.580352,0.373632,180.361818,67.497119,-0.112529,0.714792,0.002657,0.03137,0.000827,0.031374,0.459735,0.322421,29.17058,10.920725,4.265675,2.367312,2077,0.15,0.83,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2079,24548,186018.8708,2000.114045,0.010752,4.637418,611.881929,0.003289,1.418695,75.883014,45.703938,0.539852,0.468369,174.093569,62.318853,0.553604,0.42745,0.002788,0.034153,0.00023,0.027449,0.695073,0.330126,32.591944,11.247319,4.205324,1.830763,2078,0.26,0.74,0,0,0,0,0,0,0.57,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2080,0,3508.503811,334.421847,0.095318,5.645906,127.485366,0.036336,2.152283,35.370806,17.025813,-0.987641,0.020841,0.907688,0.879046,-0.102216,0.116973,-0.000495,0.001423,-0.007136,0.005342,0.001006,0.001984,4.351379,4.18298,10.054851,2.533285,2079,0.3,0,0.03,0.03,0.64,0,0,0,0.64,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2081,0,12298.13824,899.768143,0.073163,8.11355,292.184282,0.023758,2.634736,26.167717,21.518333,-0.937613,0.131974,28.966033,29.558243,0.002401,0.321651,-0.00696,0.018598,-0.01337,0.019888,0.005948,0.011791,20.814584,10.318419,7.500672,1.904712,2080,0.7,0.01,0.24,0.05,0,0,0,0,0.89,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2082,0,62968.56113,1482.698139,0.023547,5.908685,517.721134,0.008222,2.063165,63.019538,46.819996,-0.608499,0.530514,241.077086,38.198211,-0.167644,0.565843,0.003259,0.020324,-0.007694,0.019075,0.342022,0.314062,27.954238,11.372931,6.271669,3.702493,2081,0.72,0.25,0,0.03,0,0,0,0,0.37,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pol_2083,788,71223.82939,2220.603123,0.031178,8.32067,809.861717,0.011371,3.034577,68.982292,44.311329,0.63819,0.344458,411.530903,110.295605,-0.596831,0.3433,0.000855,0.057427,-0.000642,0.040168,0.755921,0.269189,43.696919,12.615377,3.757063,1.708949,2082,0.88,0.12,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0.02,0,0,0,0.31,0,0,0,0
