SU_ID,Lon,Lat
Pol_54,-61.45740378,15.61309035
Pol_55,-61.45695564,15.61468472
Pol_56,-61.42905357,15.61357223
Pol_57,-61.43157719,15.6115732
Pol_58,-61.4490654,15.61193657
Pol_59,-61.43354749,15.61372038
Pol_60,-61.43517848,15.61735178
Pol_61,-61.43721272,15.59665858
Pol_62,-61.43816411,15.61650093
Pol_63,-61.44085894,15.61190784
Pol_64,-61.40775351,15.61234722
Pol_65,-61.40359191,15.61106326
Pol_66,-61.44120629,15.60940602
Pol_67,-61.45884222,15.61341963
Pol_68,-61.40823106,15.6107948
Pol_69,-61.46226707,15.60943555
Pol_70,-61.41032523,15.60938218
Pol_71,-61.40755921,15.60825193
Pol_72,-61.46020424,15.61171265
Pol_73,-61.45589703,15.61069327
Pol_74,-61.4353282,15.60889911
Pol_75,-61.43832651,15.6057311
Pol_76,-61.46001736,15.60863663
Pol_77,-61.43068044,15.60898023
Pol_78,-61.42952456,15.60298466
Pol_79,-61.46174831,15.60549297
Pol_80,-61.41965475,15.61166014
Pol_81,-61.42386191,15.6074501
Pol_82,-61.42988049,15.60553078
Pol_83,-61.41625738,15.60777137
Pol_84,-61.46546732,15.60688562
Pol_85,-61.44488185,15.59660321
Pol_86,-61.45266527,15.60374465
Pol_87,-61.39963612,15.6072021
Pol_88,-61.40227709,15.60492381
Pol_89,-61.44755522,15.60132717
Pol_90,-61.44942956,15.60353972
Pol_91,-61.41167828,15.60778981
Pol_92,-61.41267312,15.60556572
Pol_93,-61.42158081,15.59944137
Pol_94,-61.41281578,15.60081412
Pol_95,-61.41170982,15.60477188
Pol_96,-61.41091849,15.60296901
Pol_97,-61.41000829,15.60455462
Pol_98,-61.46340683,15.60320558
Pol_99,-61.45344004,15.59781559
Pol_100,-61.40670812,15.60465085
Pol_101,-61.40255675,15.60049906
Pol_102,-61.39621354,15.602783
Pol_103,-61.39655883,15.59989897
Pol_104,-61.39715216,15.59894709
Pol_105,-61.39826309,15.59360597
Pol_106,-61.44899907,15.60159857
Pol_107,-61.46043242,15.59928369
Pol_108,-61.40926468,15.59769905
Pol_109,-61.36363658,15.59531459
Pol_110,-61.45771975,15.59822844
Pol_111,-61.45852695,15.59744535
Pol_112,-61.36557841,15.5992032
Pol_113,-61.36801889,15.59560327
Pol_114,-61.41325876,15.59414571
Pol_115,-61.42712998,15.6019653
Pol_116,-61.4268709,15.60592242
Pol_117,-61.43022359,15.5994287
Pol_118,-61.4238216,15.593275
Pol_119,-61.42878074,15.59547928
Pol_120,-61.45478083,15.58928109
Pol_121,-61.34195315,15.58483086
Pol_122,-61.39042014,15.59036768
Pol_123,-61.34001081,15.59311916
Pol_124,-61.40992383,15.59358514
Pol_125,-61.34457217,15.59251016
Pol_126,-61.34480653,15.58577237
Pol_127,-61.3821051,15.59268791
Pol_128,-61.38043454,15.5948131
Pol_129,-61.44934457,15.59771728
Pol_130,-61.36417465,15.58985433
Pol_131,-61.35951784,15.59451864
Pol_132,-61.35823305,15.584201
Pol_133,-61.36040228,15.58465746
Pol_134,-61.37178788,15.59711186
Pol_135,-61.37208561,15.59209704
Pol_136,-61.37385896,15.59504974
Pol_137,-61.37358277,15.58972654
Pol_138,-61.43280414,15.59381665
Pol_139,-61.42902372,15.5928763
Pol_140,-61.43419616,15.5883212
Pol_141,-61.43296347,15.59011044
Pol_142,-61.40828841,15.59258297
Pol_143,-61.40921181,15.591701
Pol_144,-61.33842981,15.59286988
Pol_145,-61.33673965,15.59196245
Pol_146,-61.36922058,15.59120358
Pol_147,-61.36951259,15.58914676
Pol_148,-61.42252579,15.58665832
Pol_149,-61.43077396,15.58749348
Pol_150,-61.42627664,15.5858989
Pol_151,-61.38191466,15.59115523
Pol_152,-61.38075528,15.57939065
Pol_153,-61.38453414,15.5953285
Pol_154,-61.39451654,15.59409904
Pol_155,-61.39718819,15.59031672
Pol_156,-61.36343485,15.59000509
Pol_157,-61.36482522,15.58029725
Pol_158,-61.39720875,15.58547765
Pol_159,-61.394112,15.57991562
Pol_160,-61.40414229,15.58863589
Pol_161,-61.40245872,15.58804851
Pol_162,-61.35526649,15.58572574
Pol_163,-61.35462114,15.59019139
Pol_164,-61.39625117,15.58559325
Pol_165,-61.40727837,15.58034363
Pol_166,-61.40313174,15.58290006
Pol_167,-61.3863814,15.58636632
Pol_168,-61.39021527,15.57768977
Pol_169,-61.40844699,15.58576522
Pol_170,-61.40638085,15.5885075
Pol_171,-61.32932252,15.58697455
Pol_172,-61.33246172,15.58154007
Pol_173,-61.37658893,15.59397253
Pol_174,-61.37452858,15.58699121
Pol_175,-61.3708542,15.58570335
Pol_176,-61.41240373,15.58978833
Pol_177,-61.40631553,15.58450861
Pol_178,-61.41198168,15.58510148
Pol_179,-61.4135751,15.58568113
Pol_180,-61.41521318,15.58455823
Pol_181,-61.409328,15.57484219
Pol_182,-61.41251475,15.58329414
Pol_183,-61.41302471,15.57104333
Pol_184,-61.435156,15.58164872
Pol_185,-61.43328844,15.58306583
Pol_186,-61.43252782,15.58763027
Pol_187,-61.42418608,15.5890596
Pol_188,-61.41840716,15.58197312
Pol_189,-61.43135049,15.58204452
Pol_190,-61.37490204,15.58091602
Pol_191,-61.32874508,15.58324109
Pol_192,-61.32638909,15.58459172
Pol_193,-61.32884869,15.57929442
Pol_194,-61.4113862,15.57549792
Pol_195,-61.32543889,15.58382419
Pol_196,-61.43782802,15.58756073
Pol_197,-61.31146269,15.5828724
Pol_198,-61.30780921,15.58204982
Pol_199,-61.32722489,15.57554984
Pol_200,-61.31982568,15.58372052
Pol_201,-61.41611723,15.58173683
Pol_202,-61.32714241,15.57807228
Pol_203,-61.40623415,15.55931659
Pol_204,-61.41515653,15.56978666
Pol_205,-61.41796033,15.57562462
Pol_206,-61.41897655,15.5786618
Pol_207,-61.32987543,15.58404745
Pol_208,-61.44512639,15.58447366
Pol_209,-61.45194001,15.57730169
Pol_210,-61.44452817,15.58276071
Pol_211,-61.4473791,15.58018689
Pol_212,-61.42786128,15.58023189
Pol_213,-61.42852944,15.57898674
Pol_214,-61.42316519,15.57860597
Pol_215,-61.3165737,15.58156346
Pol_216,-61.33840696,15.58395134
Pol_217,-61.31727605,15.57429347
Pol_218,-61.33710526,15.58143077
Pol_219,-61.33640006,15.56945216
Pol_220,-61.31699625,15.57152442
Pol_221,-61.312723,15.56765833
Pol_222,-61.38322571,15.58307324
Pol_223,-61.33492967,15.58279079
Pol_224,-61.33374132,15.58204433
Pol_225,-61.45363739,15.57966985
Pol_226,-61.3744192,15.57423812
Pol_227,-61.37191389,15.57578772
Pol_228,-61.32011542,15.57995312
Pol_229,-61.42959988,15.57492804
Pol_230,-61.42430231,15.58484376
Pol_231,-61.3477212,15.57864574
Pol_232,-61.37716789,15.57457359
Pol_233,-61.38120722,15.57023278
Pol_234,-61.42887382,15.57466107
Pol_235,-61.3846741,15.57174193
Pol_236,-61.42325109,15.57276124
Pol_237,-61.32096357,15.57261311
Pol_238,-61.33130536,15.56063476
Pol_239,-61.32830382,15.56705143
Pol_240,-61.33339652,15.56791683
Pol_241,-61.43186865,15.57684131
Pol_242,-61.4370409,15.57484185
Pol_243,-61.33276623,15.5649769
Pol_244,-61.40601542,15.57907829
Pol_245,-61.43025691,15.57003883
Pol_246,-61.42356225,15.56841111
Pol_247,-61.40074734,15.56174264
Pol_248,-61.39403479,15.56530156
Pol_249,-61.44585725,15.57201937
Pol_250,-61.37799513,15.5685605
Pol_251,-61.36587286,15.58100065
Pol_252,-61.41960458,15.5737484
Pol_253,-61.34257746,15.57383135
Pol_254,-61.36547069,15.57033804
Pol_255,-61.34268642,15.56970268
Pol_256,-61.33898937,15.57272338
Pol_257,-61.338031,15.56894716
Pol_258,-61.34053493,15.5694414
Pol_259,-61.34367272,15.56928414
Pol_260,-61.42183433,15.57450234
Pol_261,-61.44850459,15.5651267
Pol_262,-61.35697441,15.57102126
Pol_263,-61.3659777,15.56251967
Pol_264,-61.36410646,15.55600814
Pol_265,-61.33056825,15.55674533
Pol_266,-61.35760673,15.57659734
Pol_267,-61.35463895,15.56689118
Pol_268,-61.37040784,15.56920327
Pol_269,-61.37702901,15.56543588
Pol_270,-61.3764843,15.55928446
Pol_271,-61.43803129,15.5711158
Pol_272,-61.44534385,15.56942942
Pol_273,-61.30307203,15.56933324
Pol_274,-61.30561605,15.56854744
Pol_275,-61.42237593,15.56975321
Pol_276,-61.43478876,15.56534287
Pol_277,-61.34631468,15.56210462
Pol_278,-61.34295516,15.55778879
Pol_279,-61.34535229,15.5620853
Pol_280,-61.30769698,15.56491842
Pol_281,-61.30656804,15.56411639
Pol_282,-61.39193071,15.56425574
Pol_283,-61.43810601,15.56090633
Pol_284,-61.31619092,15.56601705
Pol_285,-61.38296155,15.57056066
Pol_286,-61.35592287,15.5795758
Pol_287,-61.41977362,15.56269128
Pol_288,-61.41977464,15.55355294
Pol_289,-61.4228152,15.55366162
Pol_290,-61.38576872,15.56459761
Pol_291,-61.35270196,15.57926509
Pol_292,-61.3513023,15.56730988
Pol_293,-61.30704414,15.56866694
Pol_294,-61.3085528,15.56886948
Pol_295,-61.30441923,15.56263223
Pol_296,-61.30290824,15.56501686
Pol_297,-61.30181521,15.56462451
Pol_298,-61.4262532,15.5551313
Pol_299,-61.37214216,15.55687635
Pol_300,-61.38589924,15.56242094
Pol_301,-61.38363308,15.55316003
Pol_302,-61.39538211,15.55099914
Pol_303,-61.38526706,15.55393176
Pol_304,-61.32966242,15.56818042
Pol_305,-61.31007273,15.55872233
Pol_306,-61.30318621,15.56105066
Pol_307,-61.44766013,15.56078924
Pol_308,-61.44433618,15.5585387
Pol_309,-61.4554814,15.5639989
Pol_310,-61.44945912,15.55659823
Pol_311,-61.44030127,15.55972978
Pol_312,-61.44262496,15.55978981
Pol_313,-61.32355152,15.55565649
Pol_314,-61.31559041,15.55606097
Pol_315,-61.41503697,15.55254638
Pol_316,-61.41376068,15.55412406
Pol_317,-61.43856134,15.55490786
Pol_318,-61.43673741,15.56429131
Pol_319,-61.44649597,15.5575412
Pol_320,-61.30213911,15.55828887
Pol_321,-61.30983769,15.55634285
Pol_322,-61.34466947,15.55786407
Pol_323,-61.44693313,15.55543033
Pol_324,-61.3124187,15.55795057
Pol_325,-61.30566488,15.55477035
Pol_326,-61.34993528,15.55781162
Pol_327,-61.34711647,15.55642232
Pol_328,-61.39891674,15.55768365
Pol_329,-61.31892789,15.55387663
Pol_330,-61.33595765,15.55018697
Pol_331,-61.43517777,15.55327208
Pol_332,-61.37850699,15.55077901
Pol_333,-61.38075843,15.54736653
Pol_334,-61.37714982,15.5397212
Pol_335,-61.42942094,15.54846362
Pol_336,-61.29878626,15.55240253
Pol_337,-61.30329478,15.54899218
Pol_338,-61.2973442,15.55084738
Pol_339,-61.31482472,15.55141965
Pol_340,-61.32144537,15.55001663
Pol_341,-61.44756806,15.55334705
Pol_342,-61.44731735,15.55024198
Pol_343,-61.43916013,15.55024946
Pol_344,-61.44090168,15.54476702
Pol_345,-61.31999687,15.54581807
Pol_346,-61.4484447,15.55143562
Pol_347,-61.41635179,15.549334
Pol_348,-61.31211783,15.54818462
Pol_349,-61.31339993,15.5496222
Pol_350,-61.3157601,15.54527727
Pol_351,-61.37646029,15.54868426
Pol_352,-61.37865766,15.52339185
Pol_353,-61.37883311,15.54485527
Pol_354,-61.3420056,15.54492952
Pol_355,-61.32993833,15.54796235
Pol_356,-61.44929624,15.54452891
Pol_357,-61.45279318,15.54547783
Pol_358,-61.383108,15.53779575
Pol_359,-61.38287893,15.53558671
Pol_360,-61.39325952,15.54829471
Pol_361,-61.44030079,15.54697261
Pol_362,-61.46933228,15.54703365
Pol_363,-61.45990618,15.54348963
Pol_364,-61.38072718,15.55131566
Pol_365,-61.42811443,15.54397192
Pol_366,-61.4321332,15.54251212
Pol_367,-61.46804567,15.54467997
Pol_368,-61.34518053,15.55095732
Pol_369,-61.4738096,15.54545161
Pol_370,-61.45632683,15.53897858
Pol_371,-61.35656988,15.5400251
Pol_372,-61.47132649,15.54256729
Pol_373,-61.32908199,15.54692094
Pol_374,-61.34009591,15.5439576
Pol_375,-61.34164384,15.54162376
Pol_376,-61.33599053,15.54179685
Pol_377,-61.3350334,15.54072268
Pol_378,-61.43474771,15.54127216
Pol_379,-61.31788331,15.54247736
Pol_380,-61.4745183,15.5389066
Pol_381,-61.33428131,15.54731436
Pol_382,-61.30362829,15.54234281
Pol_383,-61.31098474,15.53986518
Pol_384,-61.29661022,15.54183798
Pol_385,-61.30499545,15.53771869
Pol_386,-61.29921236,15.5327195
Pol_387,-61.35704348,15.55008554
Pol_388,-61.36269557,15.54917669
Pol_389,-61.31067023,15.53814407
Pol_390,-61.44913027,15.54852504
Pol_391,-61.44256356,15.54381507
Pol_392,-61.29465782,15.53384831
Pol_393,-61.4502641,15.54236731
Pol_394,-61.29472722,15.53900357
Pol_395,-61.34040587,15.53968979
Pol_396,-61.34574746,15.5288574
Pol_397,-61.28023449,15.53943445
Pol_398,-61.28211049,15.54065114
Pol_399,-61.28366626,15.53959302
Pol_400,-61.42305762,15.53837364
Pol_401,-61.44626873,15.53917534
Pol_402,-61.37222826,15.53599307
Pol_403,-61.36299189,15.53731523
Pol_404,-61.35740629,15.54336872
Pol_405,-61.360604,15.53489373
Pol_406,-61.31521536,15.54000406
Pol_407,-61.31964972,15.53116469
Pol_408,-61.31620162,15.53303406
Pol_409,-61.35566581,15.56110329
Pol_410,-61.41639396,15.53563747
Pol_411,-61.32862694,15.54554527
Pol_412,-61.35283909,15.53676065
Pol_413,-61.278092,15.53830243
Pol_414,-61.2857347,15.54006234
Pol_415,-61.28627218,15.5310393
Pol_416,-61.28238049,15.53173378
Pol_417,-61.28781692,15.53805471
Pol_418,-61.42816312,15.52769076
Pol_419,-61.42968008,15.53446919
Pol_420,-61.35530665,15.53298299
Pol_421,-61.34054313,15.53710648
Pol_422,-61.35735816,15.52767856
Pol_423,-61.3559801,15.52337545
Pol_424,-61.32228146,15.54012642
Pol_425,-61.39686111,15.53882831
Pol_426,-61.289078,15.54193007
Pol_427,-61.28680769,15.53986888
Pol_428,-61.28982071,15.53062094
Pol_429,-61.43094623,15.5350577
Pol_430,-61.37317934,15.52740839
Pol_431,-61.37025195,15.52441274
Pol_432,-61.36680415,15.52736352
Pol_433,-61.32921117,15.54008038
Pol_434,-61.33376919,15.53917564
Pol_435,-61.39156006,15.53832045
Pol_436,-61.30117987,15.53307294
Pol_437,-61.3519623,15.52418954
Pol_438,-61.30473299,15.53524622
Pol_439,-61.30663242,15.53560251
Pol_440,-61.30675562,15.52848651
Pol_441,-61.30188867,15.52846744
Pol_442,-61.39216226,15.53190062
Pol_443,-61.40938383,15.53346925
Pol_444,-61.33171772,15.53240544
Pol_445,-61.32902252,15.52058907
Pol_446,-61.32280034,15.53376953
Pol_447,-61.47365111,15.53439106
Pol_448,-61.46566395,15.5283588
Pol_449,-61.4630785,15.53242022
Pol_450,-61.34781214,15.52190126
Pol_451,-61.33728966,15.52338769
Pol_452,-61.33889309,15.52574761
Pol_453,-61.30711269,15.53202433
Pol_454,-61.42407616,15.53362515
Pol_455,-61.41606393,15.53167788
Pol_456,-61.33361593,15.53056079
Pol_457,-61.33111797,15.52317331
Pol_458,-61.41287902,15.52323714
Pol_459,-61.27849426,15.53395014
Pol_460,-61.40839641,15.53072515
Pol_461,-61.27827803,15.52925368
Pol_462,-61.40754847,15.52543671
Pol_463,-61.27594988,15.53304699
Pol_464,-61.27448065,15.53092313
Pol_465,-61.32966906,15.53212485
Pol_466,-61.38615029,15.5239045
Pol_467,-61.38861873,15.52532511
Pol_468,-61.40015269,15.5304038
Pol_469,-61.40068233,15.52608218
Pol_470,-61.39472084,15.52514042
Pol_471,-61.44445922,15.53290567
Pol_472,-61.44590389,15.52951499
Pol_473,-61.43670122,15.52991066
Pol_474,-61.43680301,15.52476374
Pol_475,-61.43548567,15.52837914
Pol_476,-61.33331238,15.52187065
Pol_477,-61.31015565,15.52980551
Pol_478,-61.31913746,15.5200906
Pol_479,-61.32579799,15.52516898
Pol_480,-61.30928024,15.52219441
Pol_481,-61.41150471,15.52641662
Pol_482,-61.27763275,15.52756118
Pol_483,-61.28394399,15.53298346
Pol_484,-61.2802372,15.52665487
Pol_485,-61.28460139,15.52335729
Pol_486,-61.39903152,15.52903105
Pol_487,-61.41404422,15.52079603
Pol_488,-61.4580966,15.52951746
Pol_489,-61.45728449,15.52820958
Pol_490,-61.44449103,15.5236545
Pol_491,-61.28907878,15.52465434
Pol_492,-61.43113746,15.51972704
Pol_493,-61.47272206,15.52580414
Pol_494,-61.47063825,15.52454752
Pol_495,-61.46496413,15.52401102
Pol_496,-61.3032053,15.52675338
Pol_497,-61.30678893,15.52404415
Pol_498,-61.46341385,15.52197891
Pol_499,-61.47199461,15.52153643
Pol_500,-61.47126674,15.52230925
Pol_501,-61.29805019,15.5208254
Pol_502,-61.30111784,15.5182258
Pol_503,-61.34911964,15.51726443
Pol_504,-61.39270679,15.52089553
Pol_505,-61.3913438,15.5172581
Pol_506,-61.39024514,15.51755502
Pol_507,-61.34500303,15.5174503
Pol_508,-61.3430342,15.51623406
Pol_509,-61.30284376,15.51684856
Pol_510,-61.3071761,15.51379711
Pol_511,-61.28445185,15.51878054
Pol_512,-61.27960659,15.51884505
Pol_513,-61.28366302,15.51972674
Pol_514,-61.36649819,15.5222804
Pol_515,-61.33946068,15.51572957
Pol_516,-61.40577736,15.51681315
Pol_517,-61.26171625,15.51735852
Pol_518,-61.2883683,15.51447917
Pol_519,-61.40219609,15.52155184
Pol_520,-61.47111512,15.51816581
Pol_521,-61.39131186,15.51915843
Pol_522,-61.39928599,15.51789586
Pol_523,-61.39488083,15.51147584
Pol_524,-61.39667398,15.51161088
Pol_525,-61.33515506,15.51566843
Pol_526,-61.31287263,15.51925353
Pol_527,-61.36859049,15.51791656
Pol_528,-61.36772311,15.51218479
Pol_529,-61.4353704,15.51866444
Pol_530,-61.4468255,15.51833134
Pol_531,-61.43084796,15.51571175
Pol_532,-61.43494763,15.51245098
Pol_533,-61.34382398,15.5296339
Pol_534,-61.36578421,15.51136533
Pol_535,-61.2969777,15.51881601
Pol_536,-61.2958285,15.51519994
Pol_537,-61.25875892,15.51812638
Pol_538,-61.37618927,15.51390784
Pol_539,-61.35214683,15.51101866
Pol_540,-61.34962527,15.51095406
Pol_541,-61.32968049,15.50445184
Pol_542,-61.32278753,15.51018093
Pol_543,-61.31273453,15.51076984
Pol_544,-61.26087595,15.51427065
Pol_545,-61.26746885,15.51328758
Pol_546,-61.42905088,15.51750007
Pol_547,-61.42284248,15.5058518
Pol_548,-61.41393163,15.5057568
Pol_549,-61.31684553,15.51028778
Pol_550,-61.32149265,15.50826627
Pol_551,-61.44171327,15.52098846
Pol_552,-61.28169891,15.51583203
Pol_553,-61.30124951,15.50915134
Pol_554,-61.30479974,15.51537047
Pol_555,-61.34525251,15.5091068
Pol_556,-61.37006166,15.5129849
Pol_557,-61.3390048,15.50977181
Pol_558,-61.37595067,15.50632163
Pol_559,-61.37895095,15.50633501
Pol_560,-61.44928464,15.51488878
Pol_561,-61.44326641,15.50976175
Pol_562,-61.41342587,15.51174851
Pol_563,-61.29619694,15.51235098
Pol_564,-61.29475326,15.50556608
Pol_565,-61.45089889,15.51246172
Pol_566,-61.26021454,15.51025564
Pol_567,-61.26197148,15.50867976
Pol_568,-61.28873137,15.51030452
Pol_569,-61.36447619,15.50657157
Pol_570,-61.38642546,15.50931392
Pol_571,-61.37827997,15.51021081
Pol_572,-61.38674675,15.50526762
Pol_573,-61.38255358,15.50433344
Pol_574,-61.29397259,15.50988859
Pol_575,-61.442083,15.52873703
Pol_576,-61.4321066,15.51355099
Pol_577,-61.28588679,15.51191913
Pol_578,-61.27092968,15.51009009
Pol_579,-61.27438269,15.51180912
Pol_580,-61.29036229,15.5078957
Pol_581,-61.28660999,15.50330229
Pol_582,-61.46599741,15.51165601
Pol_583,-61.45678932,15.51019068
Pol_584,-61.32541525,15.5197833
Pol_585,-61.26880314,15.50979571
Pol_586,-61.26316521,15.50793701
Pol_587,-61.27396388,15.50695807
Pol_588,-61.39557402,15.51739872
Pol_589,-61.31760918,15.50233988
Pol_590,-61.32379243,15.50253433
Pol_591,-61.41543103,15.51098958
Pol_592,-61.41200757,15.50930673
Pol_593,-61.43633035,15.50488028
Pol_594,-61.29946787,15.50726471
Pol_595,-61.26373611,15.50632845
Pol_596,-61.35453167,15.50594572
Pol_597,-61.26696447,15.50482189
Pol_598,-61.27172773,15.50122042
Pol_599,-61.28957837,15.50483515
Pol_600,-61.44384916,15.50769456
Pol_601,-61.4461312,15.50378172
Pol_602,-61.28285788,15.50948075
Pol_603,-61.46679908,15.50879264
Pol_604,-61.45531475,15.50755804
Pol_605,-61.45664169,15.50734312
Pol_606,-61.44617548,15.50574816
Pol_607,-61.34037091,15.50162425
Pol_608,-61.34610129,15.50112157
Pol_609,-61.39332764,15.50958328
Pol_610,-61.3948136,15.50182703
Pol_611,-61.45879621,15.50513336
Pol_612,-61.40020315,15.50561134
Pol_613,-61.31613339,15.50239331
Pol_614,-61.30973178,15.50643412
Pol_615,-61.36792151,15.50412914
Pol_616,-61.43357531,15.50369916
Pol_617,-61.46650669,15.50763815
Pol_618,-61.3993444,15.50270107
Pol_619,-61.35282557,15.50275576
Pol_620,-61.36858498,15.50140049
Pol_621,-61.30486769,15.50677928
Pol_622,-61.30917297,15.50316582
Pol_623,-61.29539126,15.50310911
Pol_624,-61.29970228,15.5020774
Pol_625,-61.31034484,15.4957537
Pol_626,-61.36502415,15.49934661
Pol_627,-61.31311252,15.49885795
Pol_628,-61.26514076,15.50328732
Pol_629,-61.37652258,15.49688816
Pol_630,-61.42315074,15.51198862
Pol_631,-61.42009307,15.50752261
Pol_632,-61.44168718,15.49929626
Pol_633,-61.4188765,15.4952534
Pol_634,-61.29394922,15.50042926
Pol_635,-61.28164503,15.50245144
Pol_636,-61.45585251,15.50260081
Pol_637,-61.44826402,15.49745569
Pol_638,-61.46145726,15.49962522
Pol_639,-61.45237491,15.49894941
Pol_640,-61.42457046,15.50062809
Pol_641,-61.27670098,15.50153805
Pol_642,-61.28457977,15.49719036
Pol_643,-61.28359306,15.49481316
Pol_644,-61.33465891,15.50388702
Pol_645,-61.29830432,15.49516575
Pol_646,-61.29099413,15.49733952
Pol_647,-61.32130659,15.50121991
Pol_648,-61.30304035,15.49710879
Pol_649,-61.35206526,15.49972721
Pol_650,-61.42966157,15.49774197
Pol_651,-61.43056199,15.50147767
Pol_652,-61.33439664,15.49447445
Pol_653,-61.32269599,15.49525818
Pol_654,-61.35167349,15.49797833
Pol_655,-61.35568673,15.49094992
Pol_656,-61.3355499,15.49142101
Pol_657,-61.39084132,15.49866183
Pol_658,-61.39251396,15.49595949
Pol_659,-61.3372952,15.48899083
Pol_660,-61.26242583,15.50219995
Pol_661,-61.27195454,15.48692833
Pol_662,-61.46496188,15.49860067
Pol_663,-61.46918611,15.49926592
Pol_664,-61.35076575,15.48919194
Pol_665,-61.34662836,15.48643187
Pol_666,-61.46382482,15.49746184
Pol_667,-61.43970461,15.49698057
Pol_668,-61.46952794,15.49513785
Pol_669,-61.4339042,15.49438023
Pol_670,-61.32667446,15.49316296
Pol_671,-61.44707905,15.49489467
Pol_672,-61.29506695,15.4963849
Pol_673,-61.43566122,15.49613547
Pol_674,-61.42446586,15.49313035
Pol_675,-61.43061336,15.49496653
Pol_676,-61.29056908,15.49233576
Pol_677,-61.37747882,15.49128679
Pol_678,-61.29226776,15.49027752
Pol_679,-61.37084205,15.4898104
Pol_680,-61.31709455,15.48689333
Pol_681,-61.43257889,15.49158057
Pol_682,-61.31938631,15.49397911
Pol_683,-61.32088457,15.49036759
Pol_684,-61.29573331,15.49108804
Pol_685,-61.30717549,15.49071993
Pol_686,-61.46106788,15.49120561
Pol_687,-61.30528812,15.48824054
Pol_688,-61.30093909,15.48734168
Pol_689,-61.39199874,15.49362101
Pol_690,-61.39609509,15.482371
Pol_691,-61.39900218,15.48425097
Pol_692,-61.39756882,15.48761793
Pol_693,-61.27729849,15.50544285
Pol_694,-61.44387736,15.49296813
Pol_695,-61.45479396,15.49010084
Pol_696,-61.44691207,15.49050287
Pol_697,-61.42680477,15.48307795
Pol_698,-61.32684973,15.49086763
Pol_699,-61.32518774,15.48720118
Pol_700,-61.25698132,15.49990973
Pol_701,-61.26788513,15.49386637
Pol_702,-61.46428508,15.49313468
Pol_703,-61.46645515,15.49098834
Pol_704,-61.46521533,15.48814889
Pol_705,-61.31410462,15.48845849
Pol_706,-61.26406402,15.49383356
Pol_707,-61.2591449,15.49783047
Pol_708,-61.26264871,15.48999378
Pol_709,-61.43500425,15.48830586
Pol_710,-61.28156516,15.48961333
Pol_711,-61.28744334,15.48457615
Pol_712,-61.32700767,15.48873841
Pol_713,-61.29721022,15.48727426
Pol_714,-61.4528624,15.4866618
Pol_715,-61.36948448,15.48775805
Pol_716,-61.44128963,15.48846034
Pol_717,-61.43914088,15.48256892
Pol_718,-61.28922688,15.48309051
Pol_719,-61.29203119,15.48036386
Pol_720,-61.32324044,15.48654379
Pol_721,-61.31846954,15.48899589
Pol_722,-61.3307461,15.48420093
Pol_723,-61.46351626,15.48730065
Pol_724,-61.45568274,15.49114673
Pol_725,-61.3579756,15.48291475
Pol_726,-61.38588485,15.48455449
Pol_727,-61.44473091,15.48631305
Pol_728,-61.38403149,15.48146853
Pol_729,-61.46155988,15.48577548
Pol_730,-61.46464583,15.48618309
Pol_731,-61.3015739,15.48180909
Pol_732,-61.3131164,15.48102157
Pol_733,-61.45680527,15.48285765
Pol_734,-61.32018787,15.48259686
Pol_735,-61.36182167,15.48091613
Pol_736,-61.41009236,15.48563962
